62 sentences up to 1000 tokens
aaj	-	MR	-	
june	EN	-	-	
aaj	-	MR	-	
abhinayta	-	MR	-	
siddharth	-	MR	-	
chandekarcha	-	MR	-	
vandiwas	-	MR	-	
janm	-	MR	-	
june	EN	-	-	
rangabhumi	-	MR	-	
chitrapat	-	MR	-	
ani	-	MR	-	
tiwhiver	-	MR	-	
leelaya	-	MR	-	
vaavaranara	-	MR	-	
aajchya	-	MR	-	
ghadicha	-	MR	-	
harhunnari	-	MR	-	
abhinayta	-	MR	-	
mhanun	-	MR	-	
siddharth	-	MR	-	
chandekarkade	-	MR	-	
pahile	-	MR	-	
jate	-	MR	-	
siddharth	-	MR	-	
mulcha	-	MR	-	
punya	-	MR	-	
nantar	-	MR	-	
laaglelya	-	MR	-	
sarv	-	MR	-	
karmchaanyanchya	-	MR	-	
jivalya	-	MR	-	
prashn	-	MR	-	
manaje	-	MR	-	
pension	EN	-	-	
tihi	-	MR	-	
juni	-	MR	-	
pension	EN	-	-	
siem	-	MR	-	
sahib	-	MR	-	
juni	-	MR	-	
pension	EN	-	-	
yojana	-	MR	-	
lagu	-	MR	-	
kara	-	MR	-	
ho	-	MR	-	
na	-	MR	-	
mulana	-	MR	-	
pan	-	MR	-	
bandhan	-	MR	-	
naka	-	MR	-	
aaie	-	MR	-	
bapabla	-	MR	-	
samba	EN	-	-	
la	-	MR	-	
Kay	-	MR	-	
hoel	-	MR	-	
pavaar	-	MR	-	
sahib	-	MR	-	
tisheetalya	-	MR	-	
tarunala	-	MR	-	
jari	-	MR	-	
bhetale	-	MR	-	
tari	-	MR	-	
tyana	-	MR	-	
haat	-	MR	-	
jodun	-	MR	-	
namaskara	-	MR	-	
kartaat	-	MR	-	
pan	-	MR	-	
tyaacha	-	MR	-	
asa	-	MR	-	
gaworth	-	MR	-	
pan	-	MR	-	
nighato	-	MR	-	
he	-	MR	-	
aajach	-	MR	-	
kalale	-	MR	-	
aso	-	MR	-	
tu	-	MR	-	
jo	-	MR	-	
arth	-	MR	-	
kasila	-	MR	-	
to	-	MR	-	
hyanna	-	MR	-	
maanya	-	MR	-	
aahe	-	MR	-	
kaa	-	MR	-	
khaasadaar	-	MR	-	
sahib	-	MR	-	
aata	-	MR	-	
uttar	-	MR	-	
tumhich	-	MR	-	
dya	-	MR	-	
Kiti	-	MR	-	
vel	-	MR	-	
bandhayacha	-	MR	-	
Bajrangbali	-	MR	-	
hnuman	-	MR	-	
maruti	-	MR	-	
prassan	-	MR	-	
Darekaran	-	MR	-	
bddl	-	MR	-	
kra	-	MR	-	
ekhade	-	MR	-	
tweet	-	-	NE	
ki	-	MR	-	
tumche	-	MR	-	
pot	EN	-	-	
bhartey	-	MR	-	
tyanchya	-	MR	-	
majurichya	-	MR	-	
paishyatun	-	MR	-	
jyanna	-	MR	-	
lekaran	-	MR	-	
baalan	-	MR	-	
naahi	-	MR	-	
te	-	MR	-	
have	EN	-	-	
safe	EN	-	-	
journey	EN	-	-	
Lai	-	MR	-	
Shik	-	MR	-	
tikde	-	MR	-	
Aamachi	-	MR	-	
athavan	-	MR	-	
thev	-	MR	-	
Contact	EN	-	-	
madhe	-	MR	-	
raahuch	-	MR	-	
twitter	-	-	NE	
ani	-	MR	-	
whats	-	MR	-	
app	EN	-	-	
thru	EN	-	-	
ED	-	-	NE	
la	-	MR	-	
Sangana	-	MR	-	
Jai	-	MR	-	
Shah	-	MR	-	
chi	-	MR	-	
Choukasi	-	MR	-	
Karaila	-	MR	-	
vishwala	-	MR	-	
shantatechaa	-	MR	-	
sandesh	-	MR	-	
denare	-	MR	-	
vishwavandaneey	-	MR	-	
mahakarunik	-	MR	-	
tathagat	-	MR	-	
bhagwaan	-	MR	-	
gautam	-	MR	-	
budhd	-	MR	-	
yanchya	-	MR	-	
jayanti	-	MR	-	
nimitt	-	MR	-	
tathagat	-	MR	-	
bhagwaan	-	MR	-	
buddhas	-	MR	-	
alivaar	-	MR	-	
vandan	-	MR	-	
really	EN	-	-	
appreciate	EN	-	-	
your	EN	-	-	
honest	EN	-	-	
veiws	-	MR	-	
hya	-	MR	-	
pushkar	-	MR	-	
ani	-	MR	-	
sai	-	MR	-	
la	-	MR	-	
kalayla	-	MR	-	
have	EN	-	-	
ki	-	MR	-	
ite	-	MR	-	
paryant	-	MR	-	
megha	-	MR	-	
ani	-	MR	-	
meghachya	-	MR	-	
fan	EN	-	-	
mule	EN	-	-	
alet	-	MR	-	
Koni	-	MR	-	
pan	-	MR	-	
payshe	-	MR	-	
magel	-	MR	-	
ani	-	MR	-	
Naav	-	MR	-	
Maharashtra	-	MR	-	
Mantri	-	MR	-	
che	-	MR	-	
getil	-	MR	-	
Mala	-	MR	-	
Mantri	-	MR	-	
Sahebane	-	MR	-	
payshe	-	MR	-	
Genays	-	MR	-	
saangatle	-	MR	-	
AAS	-	MR	-	
CHALEL	-	MR	-	
KA	-	MR	-	
malik	-	MR	-	
chor	-	MR	-	
ho	-	MR	-	
pan	-	MR	-	
Jeevan	-	MR	-	
dada	-	MR	-	
kasa	-	MR	-	
karnar	-	MR	-	
help	EN	-	-	
pahunyana	-	MR	-	
attend	EN	-	-	
pan	-	MR	-	
kele	-	MR	-	
pahije	-	MR	-	
tari	-	MR	-	
to	-	MR	-	
suchavtoy	-	MR	-	
thodi	-	MR	-	
help	EN	-	-	
lagel	-	MR	-	
bayko	-	MR	-	
la	-	MR	-	
pan	-	MR	-	
nahi	-	MR	-	
ti	-	MR	-	
bai	-	MR	-	
kahi	-	MR	-	
shevat	-	MR	-	
paryant	-	MR	-	
dhamm	-	MR	-	
jagchi	-	MR	-	
halali	-	MR	-	
nahi	-	MR	-	
yana	-	MR	-	
manchaavar	-	MR	-	
baghun	-	MR	-	
baran	-	MR	-	
watalan	-	MR	-	
shevatchi	-	MR	-	
kaa	-	MR	-	
naso	-	MR	-	
tyana	-	MR	-	
khurchi	-	MR	-	
milali	-	MR	-	
Wa	-	MR	-	
dada	-	MR	-	
mast	-	MR	-	
chaan	-	MR	-	
vahini	-	MR	-	
aapan	-	MR	-	
aaple	-	MR	-	
kaary	-	MR	-	
purnapane	-	MR	-	
paar	-	MR	-	
padt	-	MR	-	
aahaat	-	MR	-	
Corona	EN	-	-	
sankraman	-	MR	-	
vadhava	-	MR	-	
mhanun	-	MR	-	
shivasena-bhajpamadhye	-	MR	-	
madhyasthi	-	MR	-	
karanyaevadha	-	MR	-	
me	-	MR	-	
mothaa	-	MR	-	
naahi	-	MR	-	
khadse	-	MR	-	
Doctor	EN	-	-	
saheb	-	MR	-	
whatsapp	-	MR	-	
vr	-	MR	-	
hi	-	MR	-	
taka	-	MR	-	
Tumchi	-	MR	-	
pn	-	MR	-	
gheu	-	MR	-	
mg	-	MR	-	
ithun	-	MR	-	
pudhe	-	MR	-	
vishwasadarshak	-	MR	-	
tharavas	-	MR	-	
athavadabhrachi	-	MR	-	
mudat	-	MR	-	
dilyaane	-	MR	-	
te	-	MR	-	
bhajpachya	-	MR	-	
paththyavar	-	MR	-	
padley	-	MR	-	
aahe	-	MR	-	
maharashtrat	-	MR	-	
rajkeey	-	MR	-	
halchalincha	-	MR	-	
veg	-	MR	-	
vaccla	-	MR	-	
aditya	-	MR	-	
thakare	-	MR	-	
retreat	EN	-	-	
hotelmadhye	-	MR	-	
madhyaratripasun	-	MR	-	
mukkami	-	MR	-	
You	EN	-	-	
are	EN	-	-	
the	EN	-	-	
only	EN	-	-	
one	EN	-	-	
person	EN	-	-	
who	EN	-	-	
thinks	EN	-	-	
and	EN	-	-	
helping	EN	-	-	
so	EN	-	-	
much	EN	-	-	
to	EN	-	-	
farmers	EN	-	-	
Sir	EN	-	-	
Faqt	-	MR	-	
sir	EN	-	-	
aaplya	-	MR	-	
shetkaryala	-	MR	-	
bee	EN	-	-	
biyane	-	MR	-	
changlya	-	MR	-	
quality	EN	-	-	
che	-	MR	-	
and	EN	-	-	
yogya	-	MR	-	
bajarbhav	-	MR	-	
pahije	-	MR	-	
Sir	EN	-	-	
Form	EN	-	-	
daughter	EN	-	-	
and	EN	-	-	
sister	EN	-	-	
of	EN	-	-	
farmer	EN	-	-	
Are	-	MR	-	
bhau	-	MR	-	
fadanvis	-	MR	-	
jilhyache	-	MR	-	
palkmantri	-	MR	-	
asu	-	MR	-	
shaktata	-	MR	-	
tar	-	MR	-	
ek	-	MR	-	
Vidyarthi	-	MR	-	
jilhyat	-	MR	-	
form	EN	-	-	
ka	-	MR	-	
bharu	-	MR	-	
shakt	-	MR	-	
nahi	-	MR	-	
modi	-	-	NE	
ha	-	MR	-	
mahachor	-	MR	-	
aahe	-	MR	-	
tyavar	-	MR	-	
bharosa	-	MR	-	
thevu	-	MR	-	
nakaa	-	MR	-	
desh	-	MR	-	
barbaad	-	MR	-	
hoil	-	MR	-	
janatela	-	MR	-	
aatmahatya	-	MR	-	
karavya	-	MR	-	
laagtil	-	MR	-	
aaj	-	MR	-	
paithan	-	MR	-	
talukyatil	-	MR	-	
alpsankhyak	-	MR	-	
samajatha	-	MR	-	
navagaanv	-	MR	-	
yethe	-	MR	-	
pramukh	-	MR	-	
vyaktichi	-	MR	-	
baithak	-	MR	-	
ghenyat	-	MR	-	
aali	-	MR	-	
yaa	-	MR	-	
baithkeet	-	MR	-	
jaalnaa	-	MR	-	
loksabhaa	-	MR	-	
don	-	MR	-	
hajaar	-	MR	-	
aconaviya	-	MR	-	
anushangane	-	MR	-	
nivarnoo	-	MR	-	
vishayi	-	MR	-	
charchaa	-	MR	-	
karanyaat	-	MR	-	
aali	-	MR	-	
yaa	-	MR	-	
baithkeet	-	MR	-	
maargdarshan	-	MR	-	
karatana	-	MR	-	
maa	-	MR	-	
ibrahim	-	-	NE	
pathan	-	MR	-	
tayyab	-	MR	-	
patel	-	MR	-	
vihamandvekar	-	MR	-	
mukhtaar	-	MR	-	
pathanadi	-	MR	-	
Khupch	-	MR	-	
chan	-	MR	-	
aavaj	-	MR	-	
Ani	-	MR	-	
dans	-	MR	-	
tr	-	MR	-	
nadch	-	MR	-	
khula	-	MR	-	
Tai	-	MR	-	
mla	-	MR	-	
tumhi	-	MR	-	
khup	-	MR	-	
aavdta	-	MR	-	
brr	-	MR	-	
HARAMKHOR	-	MR	-	
SUSHANT	-	MR	-	
WARNINGS	EN	-	-	
SAMPLYA	-	MR	-	
AATA	-	MR	-	
Mulinbarobar	-	MR	-	
hinsa	-	MR	-	
shivigal	-	MR	-	
dhamkya	-	MR	-	
sagla	-	MR	-	
zhala	-	MR	-	
ata	-	MR	-	
kai	-	MR	-	
Rape	EN	-	-	
chi	-	MR	-	
waat	-	MR	-	
baghtae	-	MR	-	
ka	-	MR	-	
Murkha	-	MR	-	
kabar	-	MR	-	
sajawnayawar	-	MR	-	
bol	-	MR	-	
Kuthli	-	MR	-	
hi	-	MR	-	
mansikta	-	MR	-	
Itar	-	MR	-	
weli	-	MR	-	
bomba	-	MR	-	
Marat	-	MR	-	
asta	-	MR	-	
terrorism	-	MR	-	
has	EN	-	-	
no	EN	-	-	
religion	EN	-	-	
Ata	-	MR	-	
ny	-	MR	-	
bolnar	-	MR	-	
ch	-	MR	-	
Ajit	-	-	NE	
dada	-	MR	-	
tumache	-	MR	-	
mul	-	MR	-	
online	-	MR	-	
class	EN	-	-	
mobail	-	MR	-	
madhye	-	MR	-	
karu	-	MR	-	
shakatat	-	MR	-	
pan	-	MR	-	
garibachya	-	MR	-	
mulach	-	MR	-	
kay	-	MR	-	
tyana	-	MR	-	
tr	-	MR	-	
j1sudha	-	MR	-	
bhetat	-	MR	-	
nahi	-	MR	-	
asha	-	MR	-	
mulach	-	MR	-	
kay	-	MR	-	
ya	-	MR	-	
mulacya	-	MR	-	
bhavishacha	-	MR	-	
vichar	-	MR	-	
kara	-	MR	-	
jara	-	MR	-	
nahi	-	MR	-	
tar	-	MR	-	
online	-	MR	-	
class	EN	-	-	
sudha	-	MR	-	
band	EN	-	-	
kara	-	MR	-	
Maharshi	-	MR	-	
medha	-	MR	-	
he	-	MR	-	
Ekadashilach	-	MR	-	
tandulamadhe	-	MR	-	
asatat	-	MR	-	
kaay	-	MR	-	
Bakichya	-	MR	-	
diwasi	-	MR	-	
maharshi	-	MR	-	
nastat	-	MR	-	
kaay	-	MR	-	
tandula	-	MR	-	
madhe	-	MR	-	
Kaay	-	MR	-	
logic	EN	-	-	
aahe	-	MR	-	
buaa	-	MR	-	
ra	-	MR	-	
kon	-	MR	-	
nahi	-	MR	-	
ka	-	MR	-	
aply	-	MR	-	
ghret	-	MR	-	
sagla	-	MR	-	
ka	-	MR	-	
udhav	-	MR	-	
ani	-	MR	-	
raut	-	MR	-	
milun	-	MR	-	
bjp	-	MR	-	
rashtravadi	-	MR	-	
ani	-	MR	-	
congress	EN	-	-	
la	-	MR	-	
topi	-	MR	-	
lawli	-	MR	-	
cm	-	-	NE	
pun	-	MR	-	
zala	-	MR	-	
varshcha	-	MR	-	
ani	-	MR	-	
matri	-	MR	-	
mandal	-	MR	-	
pun	-	MR	-	
ghetle	-	MR	-	
pahije	-	MR	-	
tevde	-	MR	-	
mahine	-	MR	-	
nantar	-	MR	-	
punah	-	MR	-	
shiv	-	MR	-	
sena	-	MR	-	
madhe	-	MR	-	
jatil	-	MR	-	
sagle	-	MR	-	
kya	-	MR	-	
baat	-	MR	-	
hai	-	MR	-	
Guruji	-	MR	-	
Maharashtra	-	MR	-	
ka	-	MR	-	
vadt	-	MR	-	
ahe	-	MR	-	
Baki	-	MR	-	
state	EN	-	-	
madhe	-	MR	-	
nhi	-	MR	-	
vadat	-	MR	-	
ahe	-	MR	-	
delhi	-	-	NE	
UP	-	-	NE	
and	EN	-	-	
so	EN	-	-	
on	EN	-	-	
Ek	-	MR	-	
maha	-	MR	-	
gov	-	MR	-	
lasha	-	MR	-	
nhi	-	MR	-	
det	-	MR	-	
ahe	-	MR	-	
nhi	-	MR	-	
mg	-	MR	-	
barobar	-	MR	-	
treatment	EN	-	-	
nhi	-	MR	-	
hot	EN	-	-	
ahe	-	MR	-	
ya	-	MR	-	
peyki	-	MR	-	
karn	-	MR	-	
asu	-	MR	-	
shakte	-	MR	-	
plz	-	MR	-	
kahi	-	MR	-	
kara	-	MR	-	
khup	-	MR	-	
loss	EN	-	-	
hot	EN	-	-	
ahe	-	MR	-	
Macha	-	MR	-	
Thank	EN	-	-	
you	EN	-	-	
sir	EN	-	-	
Mzya	-	MR	-	
pappana	-	MR	-	
khup	-	MR	-	
vericose	-	MR	-	
vain	EN	-	-	
cha	-	MR	-	
tras	-	MR	-	
ahe	-	MR	-	
Pn	-	MR	-	
tyanch	-	MR	-	
gall	EN	-	-	
bladder	-	MR	-	
kadhlel	-	MR	-	
ahe	-	MR	-	
tyanch	-	MR	-	
age	EN	-	-	
ata	-	MR	-	
ahe	-	MR	-	
Ani	-	MR	-	
tyancha	-	MR	-	
donhi	-	MR	-	
gudgyatil	-	MR	-	
chikatpna	-	MR	-	
samplya	-	MR	-	
mule	-	MR	-	
Gudgyanchi	-	MR	-	
zheej	-	MR	-	
hot	EN	-	-	
ahe	-	MR	-	
ani	-	MR	-	
khup	-	MR	-	
ghudghe	-	MR	-	
duktat	-	MR	-	
tyana	-	MR	-	
nit	-	MR	-	
chalta	-	MR	-	
hi	EN	-	-	
yet	EN	-	-	
nhi	-	MR	-	
Tr	-	MR	-	
gall	EN	-	-	
bladder	-	MR	-	
ani	-	MR	-	
gudghyanchya	-	MR	-	
trasat	-	MR	-	
limbu	-	MR	-	
chi	-	MR	-	
saal	-	MR	-	
js	-	MR	-	
tumhi	-	MR	-	
sangitl	-	MR	-	
ahe	-	MR	-	
tsi	-	MR	-	
powder	EN	-	-	
ani	-	MR	-	
arjun	-	MR	-	
saal	-	MR	-	
ghetli	-	MR	-	
tr	-	MR	-	
chalel	-	MR	-	
ka	-	MR	-	
Khi	-	MR	-	
tras	-	MR	-	
honar	-	MR	-	
nhi	-	MR	-	
na	-	MR	-	
Pls	-	MR	-	
reply	EN	-	-	
dya	-	MR	-	
parali	-	MR	-	
vidhasabha	-	MR	-	
matdaarasanghatun	-	MR	-	
preetam	-	MR	-	
munde	-	MR	-	
pichhadivar	-	MR	-	
sar	-	MR	-	
he	-	MR	-	
chitra	-	MR	-	
rojche	-	MR	-	
aahe	-	MR	-	
tumchya	-	MR	-	
katyari	-	MR	-	
chi	-	MR	-	
Kamaal	-	MR	-	
amche	-	MR	-	
varshache	-	MR	-	
chiranjeev	-	MR	-	
purna	-	MR	-	
vel	-	MR	-	
gaani	-	MR	-	
eiktat	-	MR	-	
YouTube	-	-	NE	
var	-	MR	-	
Thanks	EN	-	-	
hlo	-	MR	-	
akshay	-	MR	-	
sar	-	MR	-	
aaho	-	MR	-	
Mala	-	MR	-	
tumhala	-	MR	-	
bhetaychay	-	MR	-	
ho	-	MR	-	
me	-	MR	-	
ak	-	MR	-	
sadaran	-	MR	-	
shetkaryacha	-	MR	-	
mulga	-	MR	-	
aahi	-	MR	-	
mala	-	MR	-	
tumhala	-	MR	-	
bhetaych	-	MR	-	
nahi	-	MR	-	
tar	-	MR	-	
tumacya	-	MR	-	
ghari	-	MR	-	
rahaych	-	MR	-	
ahi	-	MR	-	
devas	-	MR	-	
ha	-	MR	-	
Bhaskar	-	MR	-	
jadhav	-	MR	-	
tumhi	-	MR	-	
pan	-	MR	-	
shant	-	MR	-	
raha	-	MR	-	
Rajyasabha	-	MR	-	
seat	EN	-	-	
fix	EN	-	-	
zalli	-	MR	-	
ka	-	MR	-	
nahi	-	MR	-	
ajun	-	MR	-	
ajun	-	MR	-	
kiti	-	MR	-	
khote	-	MR	-	
Bollave	-	MR	-	
lagnar	-	MR	-	
ketkar	-	MR	-	
na	-	MR	-	
Retire	EN	-	-	
kara	-	MR	-	
mahnje	-	MR	-	
Tumala	-	MR	-	
seat	EN	-	-	
millel	-	MR	-	
dhakkadaayak	-	MR	-	
shetakari	-	MR	-	
vish	-	MR	-	
pit	EN	-	-	
asatana	-	MR	-	
saavkaar	-	MR	-	
kaafat	-	MR	-	
hota	-	MR	-	
wheedio	-	MR	-	
shetakari	-	MR	-	
mrityuchya	-	MR	-	
daraat	-	MR	-	
chakkar	-	MR	-	
Eka	-	MR	-	
college	EN	-	-	
study	EN	-	-	
ne	-	MR	-	
start	EN	-	-	
up	EN	-	-	
kasa	-	MR	-	
suru	-	MR	-	
karava	-	MR	-	
to	-	MR	-	
kasa	-	MR	-	
initiate	EN	-	-	
karava	-	MR	-	
ya	-	MR	-	
samdharbat	-	MR	-	
ek	-	MR	-	
Video	EN	-	-	
banavnyachi	-	MR	-	
request	EN	-	-	
sir	EN	-	-	
madam	EN	-	-	
aapalya	-	MR	-	
chanal	-	MR	-	
var	-	MR	-	
sarkaar	-	MR	-	
mega	-	MR	-	
bharti	-	MR	-	
