4895 sentences up to 1000 tokens
Twitter	-	-	NE	
Rohit	-	-	NE	
Thackeray	-	-	NE	
modi	-	-	NE	
modi	-	-	NE	
germany	-	-	NE	
nagpur	-	-	NE	
mumbai	-	-	NE	
jane	-	-	NE	
Mumbai	-	-	NE	
CBI	-	-	NE	
CM	-	-	NE	
Jalgaon	-	-	NE	
mumbai	-	-	NE	
mumbai	-	-	NE	
mumbai	-	-	NE	
RS	-	-	NE	
shri	-	-	NE	
Mumbai	-	-	NE	
BMC	-	-	NE	
Mumbai	-	-	NE	
Oscar	-	-	NE	
Modi	-	-	NE	
Mumbai	-	-	NE	
ncp	-	-	NE	
BJP	-	-	NE	
Solapur	-	-	NE	
solapur	-	-	NE	
twitter	-	-	NE	
India	-	-	NE	
shri	-	-	NE	
cm	-	-	NE	
mumbai	-	-	NE	
BJP	-	-	NE	
PMT	-	-	NE	
ST	-	-	NE	
Mumbai	-	-	NE	
Mumbai	-	-	NE	
Mumbai	-	-	NE	
LA	-	-	NE	
BJP	-	-	NE	
shri	-	-	NE	
scindia	-	-	NE	
mumbai	-	-	NE	
GUJ	-	-	NE	
CM	-	-	NE	
Mumbai	-	-	NE	
smith	-	-	NE	
smith	-	-	NE	
RT	-	-	NE	
ben	-	-	NE	
CM	-	-	NE	
PM	-	-	NE	
YouTube	-	-	NE	
muslim	-	-	NE	
RAJA	-	-	NE	
CHATRAPATI	-	-	NE	
UK	-	-	NE	
UK	-	-	NE	
Sam	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
ST	-	-	NE	
RT	-	-	NE	
shri	-	-	NE	
BJP	-	-	NE	
LA	-	-	NE	
BBM	-	-	NE	
BMC	-	-	NE	
deshmukh	-	-	NE	
Mumbai	-	-	NE	
rao	-	-	NE	
ajit	-	-	NE	
MCQ	-	-	NE	
Nagpur	-	-	NE	
Mumbai	-	-	NE	
psi	-	-	NE	
shri	-	-	NE	
CLG	-	-	NE	
RT	-	-	NE	
RT	-	-	NE	
pune	-	-	NE	
Mumbai	-	-	NE	
UP	-	-	NE	
UP	-	-	NE	
BIhar	-	-	NE	
mumbai	-	-	NE	
modi	-	-	NE	
psi	-	-	NE	
FB	-	-	NE	
mumbai	-	-	NE	
Mumbai	-	-	NE	
EPF	-	-	NE	
PM	-	-	NE	
ED	-	-	NE	
MI	-	-	NE	
modi	-	-	NE	
Modi	-	-	NE	
EMI	-	-	NE	
CM	-	-	NE	
mumbai	-	-	NE	
BOL	-	-	NE	
BJP	-	-	NE	
pune	-	-	NE	
FC	-	-	NE	
JM	-	-	NE	
BBC	-	-	NE	
BMC	-	-	NE	
Delhi	-	-	NE	
Mumbai	-	-	NE	
BMC	-	-	NE	
tweet	-	-	NE	
BJP	-	-	NE	
modi	-	-	NE	
ajit	-	-	NE	
modi	-	-	NE	
PSI	-	-	NE	
Mumbai	-	-	NE	
mumbai	-	-	NE	
bihar	-	-	NE	
mumbai	-	-	NE	
modi	-	-	NE	
JI	-	-	NE	
Cm	-	-	NE	
cm	-	-	NE	
Pune	-	-	NE	
BJP	-	-	NE	
Nagpur	-	-	NE	
TET	-	-	NE	
BJP	-	-	NE	
india	-	-	NE	
MP	-	-	NE	
ACP	-	-	NE	
rao	-	-	NE	
GR	-	-	NE	
RT	-	-	NE	
pakistan	-	-	NE	
stalin	-	-	NE	
MP	-	-	NE	
LA	-	-	NE	
mumbai	-	-	NE	
Raja	-	-	NE	
twitter	-	-	NE	
modi	-	-	NE	
FY	-	-	NE	
KIT	-	-	NE	
kolhapur	-	-	NE	
NCB	-	-	NE	
Mumbai	-	-	NE	
mumbai	-	-	NE	
ST	-	-	NE	
CM	-	-	NE	
BJP	-	-	NE	
KY	-	-	NE	
NY	-	-	NE	
shri	-	-	NE	
IU	-	-	NE	
rao	-	-	NE	
Bombay	-	-	NE	
Ajit	-	-	NE	
MP	-	-	NE	
pune	-	-	NE	
gujarat	-	-	NE	
bollywood	-	-	NE	
Mumbai	-	-	NE	
jane	-	-	NE	
goa	-	-	NE	
WC	-	-	NE	
SK	-	-	NE	
India	-	-	NE	
ganesh	-	-	NE	
ganesh	-	-	NE	
mumbai	-	-	NE	
modi	-	-	NE	
Tim	-	-	NE	
Tim	-	-	NE	
mumbai	-	-	NE	
raja	-	-	NE	
delhi	-	-	NE	
america	-	-	NE	
NCP	-	-	NE	
muslim	-	-	NE	
MI	-	-	NE	
PM	-	-	NE	
modi	-	-	NE	
modi	-	-	NE	
tweet	-	-	NE	
MO	-	-	NE	
allah	-	-	NE	
mumbai	-	-	NE	
pune	-	-	NE	
MP	-	-	NE	
mumbai	-	-	NE	
CM	-	-	NE	
Modi	-	-	NE	
CM	-	-	NE	
india	-	-	NE	
Mumbai	-	-	NE	
Mumbai	-	-	NE	
shri	-	-	NE	
cm	-	-	NE	
thackeray	-	-	NE	
modi	-	-	NE	
google	-	-	NE	
mumbai	-	-	NE	
mumbai	-	-	NE	
mumbai	-	-	NE	
Tweet	-	-	NE	
rajesh	-	-	NE	
SA	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
AC	-	-	NE	
EF	-	-	NE	
bollywood	-	-	NE	
shri	-	-	NE	
Mumbai	-	-	NE	
Thackeray	-	-	NE	
islam	-	-	NE	
Twitter	-	-	NE	
ncp	-	-	NE	
BJP	-	-	NE	
MP	-	-	NE	
Michael	-	-	NE	
FC	-	-	NE	
Goa	-	-	NE	
Goa	-	-	NE	
goa	-	-	NE	
Krishna	-	-	NE	
Mumbai	-	-	NE	
Mumbai	-	-	NE	
pakistan	-	-	NE	
ST	-	-	NE	
CM	-	-	NE	
muslim	-	-	NE	
modi	-	-	NE	
YouTube	-	-	NE	
muslim	-	-	NE	
chatrapati	-	-	NE	
ND	-	-	NE	
ND	-	-	NE	
LA	-	-	NE	
BJP	-	-	NE	
PM	-	-	NE	
Nagpur	-	-	NE	
jane	-	-	NE	
modi	-	-	NE	
Peru	-	-	NE	
Robert	-	-	NE	
NCP	-	-	NE	
IT	-	-	NE	
IT	-	-	NE	
SS	-	-	NE	
BBC	-	-	NE	
IT	-	-	NE	
rohit	-	-	NE	
Twitter	-	-	NE	
RT	-	-	NE	
rohit	-	-	NE	
EV	-	-	NE	
tweet	-	-	NE	
YouTube	-	-	NE	
XYZ	-	-	NE	
goa	-	-	NE	
pune	-	-	NE	
twitter	-	-	NE	
tweet	-	-	NE	
RT	-	-	NE	
Pune	-	-	NE	
portugal	-	-	NE	
YD	-	-	NE	
MLA	-	-	NE	
Bollywood	-	-	NE	
Mumbai	-	-	NE	
MVA	-	-	NE	
deshmukh	-	-	NE	
Pune	-	-	NE	
BBC	-	-	NE	
Mumbai	-	-	NE	
Raja	-	-	NE	
mumbai	-	-	NE	
ED	-	-	NE	
deshmukh	-	-	NE	
CM	-	-	NE	
USB	-	-	NE	
Pune	-	-	NE	
Mumbai	-	-	NE	
bihar	-	-	NE	
ABP	-	-	NE	
SBI	-	-	NE	
shri	-	-	NE	
DP	-	-	NE	
LS	-	-	NE	
ganesh	-	-	NE	
tweet	-	-	NE	
PM	-	-	NE	
Modi	-	-	NE	
sam	-	-	NE	
modi	-	-	NE	
modi	-	-	NE	
Pakistan	-	-	NE	
modiji	-	-	NE	
scindia	-	-	NE	
deshmukh	-	-	NE	
california	-	-	NE	
mumbai	-	-	NE	
CA	-	-	NE	
buddha	-	-	NE	
muslim	-	-	NE	
Thackeray	-	-	NE	
GMC	-	-	NE	
Goa	-	-	NE	
BBC	-	-	NE	
Mumbai	-	-	NE	
Allah	-	-	NE	
Allah	-	-	NE	
NIC	-	-	NE	
NCP	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
MH	-	-	NE	
Goa	-	-	NE	
pakistan	-	-	NE	
tweet	-	-	NE	
Mumbai	-	-	NE	
Mumbai	-	-	NE	
GA	-	-	NE	
BBC	-	-	NE	
DP	-	-	NE	
DP	-	-	NE	
modi	-	-	NE	
OK	-	-	NE	
rao	-	-	NE	
ncp	-	-	NE	
Muslim	-	-	NE	
mumbai	-	-	NE	
mumbai	-	-	NE	
krishna	-	-	NE	
Cm	-	-	NE	
cm	-	-	NE	
india	-	-	NE	
modi	-	-	NE	
twitter	-	-	NE	
cm	-	-	NE	
allah	-	-	NE	
Gujarat	-	-	NE	
mumbai	-	-	NE	
raja	-	-	NE	
raja	-	-	NE	
mumbai	-	-	NE	
Arab	-	-	NE	
Muslim	-	-	NE	
muslim	-	-	NE	
BPE	-	-	NE	
PSI	-	-	NE	
PSI	-	-	NE	
PSI	-	-	NE	
mumbai	-	-	NE	
SP	-	-	NE	
SP	-	-	NE	
NCP	-	-	NE	
NCP	-	-	NE	
AP	-	-	NE	
MP	-	-	NE	
MP	-	-	NE	
tweet	-	-	NE	
Modi	-	-	NE	
Pakistan	-	-	NE	
Thackeray	-	-	NE	
MX	-	-	NE	
shri	-	-	NE	
america	-	-	NE	
TP	-	-	NE	
nagpur	-	-	NE	
shri	-	-	NE	
shri	-	-	NE	
mumbai	-	-	NE	
TV	-	-	NE	
YouTube	-	-	NE	
goa	-	-	NE	
MNS	-	-	NE	
Modi	-	-	NE	
modi	-	-	NE	
AJIT	-	-	NE	
MUMBAI	-	-	NE	
PL	-	-	NE	
Modi	-	-	NE	
paul	-	-	NE	
google	-	-	NE	
mumbai	-	-	NE	
rajesh	-	-	NE	
trump	-	-	NE	
TMC	-	-	NE	
UP	-	-	NE	
india	-	-	NE	
mumbai	-	-	NE	
GUJARAT	-	-	NE	
MNS	-	-	NE	
AAP	-	-	NE	
scindia	-	-	NE	
shri	-	-	NE	
ed	-	-	NE	
Solapur	-	-	NE	
Modi	-	-	NE	
Paul	-	-	NE	
shri	-	-	NE	
shri	-	-	NE	
kolhapur	-	-	NE	
MNS	-	-	NE	
twitter	-	-	NE	
CM	-	-	NE	
Dubai	-	-	NE	
India	-	-	NE	
Modi	-	-	NE	
mumbai	-	-	NE	
Germany	-	-	NE	
Nagpur	-	-	NE	
BJP	-	-	NE	
LC	-	-	NE	
JK	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
ED	-	-	NE	
BJP	-	-	NE	
cm	-	-	NE	
Ajit	-	-	NE	
Bihar	-	-	NE	
tweet	-	-	NE	
PT	-	-	NE	
TP	-	-	NE	
TP	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
rohit	-	-	NE	
scindia	-	-	NE	
MP	-	-	NE	
MLA	-	-	NE	
NS	-	-	NE	
JCB	-	-	NE	
Mumbai	-	-	NE	
CM	-	-	NE	
BJP	-	-	NE	
India	-	-	NE	
rao	-	-	NE	
india	-	-	NE	
rao	-	-	NE	
tweet	-	-	NE	
gujarat	-	-	NE	
ajit	-	-	NE	
kolhapur	-	-	NE	
Modi	-	-	NE	
BJP	-	-	NE	
Delhi	-	-	NE	
muslim	-	-	NE	
modi	-	-	NE	
tweet	-	-	NE	
India	-	-	NE	
LBT	-	-	NE	
BJP	-	-	NE	
GOM	-	-	NE	
ETF	-	-	NE	
Mumbai	-	-	NE	
Pune	-	-	NE	
BBC	-	-	NE	
MVA	-	-	NE	
cm	-	-	NE	
US	-	-	NE	
Mumbai	-	-	NE	
Gujarat	-	-	NE	
Gujarat	-	-	NE	
IPL	-	-	NE	
FDJ	-	-	NE	
pune	-	-	NE	
Ajit	-	-	NE	
bbc	-	-	NE	
Chatrapati	-	-	NE	
TU	-	-	NE	
TU	-	-	NE	
Muslim	-	-	NE	
shri	-	-	NE	
shri	-	-	NE	
scindia	-	-	NE	
pune	-	-	NE	
raja	-	-	NE	
Dubai	-	-	NE	
TV	-	-	NE	
Mumbai	-	-	NE	
PM	-	-	NE	
modiji	-	-	NE	
nagpur	-	-	NE	
BJP	-	-	NE	
ED	-	-	NE	
tweet	-	-	NE	
IPS	-	-	NE	
Mumbai	-	-	NE	
Pune	-	-	NE	
BJP	-	-	NE	
Mumbai	-	-	NE	
Thackeray	-	-	NE	
ED	-	-	NE	
modiji	-	-	NE	
Rohit	-	-	NE	
ajit	-	-	NE	
jane	-	-	NE	
Kolhapur	-	-	NE	
pune	-	-	NE	
America	-	-	NE	
America	-	-	NE	
bihar	-	-	NE	
Pakistan	-	-	NE	
CM	-	-	NE	
hm	-	-	NE	
DJ	-	-	NE	
mumbai	-	-	NE	
pakistan	-	-	NE	
Mumbai	-	-	NE	
nagpur	-	-	NE	
LA	-	-	NE	
BJP	-	-	NE	
Ajit	-	-	NE	
cm	-	-	NE	
BT	-	-	NE	
Solapur	-	-	NE	
NHL	-	-	NE	
EVM	-	-	NE	
modiji	-	-	NE	
BMC	-	-	NE	
mumbai	-	-	NE	
KEM	-	-	NE	
BB	-	-	NE	
shri	-	-	NE	
KP	-	-	NE	
Twitter	-	-	NE	
shri	-	-	NE	
NCP	-	-	NE	
shri	-	-	NE	
shri	-	-	NE	
modi	-	-	NE	
gujarat	-	-	NE	
bihar	-	-	NE	
Bihar	-	-	NE	
PM	-	-	NE	
MoDi	-	-	NE	
pune	-	-	NE	
Raja	-	-	NE	
Pune	-	-	NE	
SSR	-	-	NE	
Chatrapati	-	-	NE	
India	-	-	NE	
TV	-	-	NE	
kolhapur	-	-	NE	
shri	-	-	NE	
shri	-	-	NE	
shri	-	-	NE	
Kolhapur	-	-	NE	
shri	-	-	NE	
ganesh	-	-	NE	
ncp	-	-	NE	
muslim	-	-	NE	
Thackeray	-	-	NE	
Smith	-	-	NE	
twitter	-	-	NE	
BC	-	-	NE	
BB	-	-	NE	
NCP	-	-	NE	
mumbai	-	-	NE	
DP	-	-	NE	
Ajit	-	-	NE	
pune	-	-	NE	
BHI	-	-	NE	
SR	-	-	NE	
modi	-	-	NE	
youTube	-	-	NE	
US	-	-	NE	
Ganesh	-	-	NE	
twitter	-	-	NE	
kolhapur	-	-	NE	
YouTube	-	-	NE	
raja	-	-	NE	
RS	-	-	NE	
mumbai	-	-	NE	
Ed	-	-	NE	
modi	-	-	NE	
india	-	-	NE	
india	-	-	NE	
modi	-	-	NE	
shri	-	-	NE	
mumbai	-	-	NE	
mumbai	-	-	NE	
MCQ	-	-	NE	
MCQ	-	-	NE	
NCP	-	-	NE	
MNS	-	-	NE	
PR	-	-	NE	
mumbai	-	-	NE	
PM	-	-	NE	
india	-	-	NE	
mumbai	-	-	NE	
Mumbai	-	-	NE	
PR	-	-	NE	
MH	-	-	NE	
Pune	-	-	NE	
Mumbai	-	-	NE	
kolhapur	-	-	NE	
modi	-	-	NE	
India	-	-	NE	
tweet	-	-	NE	
RT	-	-	NE	
raja	-	-	NE	
Mumbai	-	-	NE	
Goa	-	-	NE	
India	-	-	NE	
PM	-	-	NE	
MCB	-	-	NE	
rohit	-	-	NE	
Kolhapur	-	-	NE	
youtube	-	-	NE	
Nagpur	-	-	NE	
Mumbai	-	-	NE	
UP	-	-	NE	
mumbai	-	-	NE	
mumbai	-	-	NE	
tim	-	-	NE	
cm	-	-	NE	
ED	-	-	NE	
ncp	-	-	NE	
cyrus	-	-	NE	
pune	-	-	NE	
muslim	-	-	NE	
Krishna	-	-	NE	
mumbai	-	-	NE	
goa	-	-	NE	
Punjab	-	-	NE	
Mumbai	-	-	NE	
VT	-	-	NE	
Pune	-	-	NE	
Dubai	-	-	NE	
Dubai	-	-	NE	
Mumbai	-	-	NE	
Pune	-	-	NE	
bollywood	-	-	NE	
bollywood	-	-	NE	
Nagpur	-	-	NE	
modi	-	-	NE	
MP	-	-	NE	
thor	-	-	NE	
PM	-	-	NE	
Mumbai	-	-	NE	
modi	-	-	NE	
modi	-	-	NE	
RSS	-	-	NE	
RSS	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
mumbai	-	-	NE	
CM	-	-	NE	
YZ	-	-	NE	
EMI	-	-	NE	
mumbai	-	-	NE	
BC	-	-	NE	
india	-	-	NE	
BJP	-	-	NE	
gujarat	-	-	NE	
Jalgaon	-	-	NE	
thackeray	-	-	NE	
thackeray	-	-	NE	
modi	-	-	NE	
AM	-	-	NE	
LIG	-	-	NE	
EMI	-	-	NE	
BJP	-	-	NE	
JDP	-	-	NE	
Thackeray	-	-	NE	
CM	-	-	NE	
mumbai	-	-	NE	
mumbai	-	-	NE	
ED	-	-	NE	
NCP	-	-	NE	
MLA	-	-	NE	
bihar	-	-	NE	
bihar	-	-	NE	
Mumbai	-	-	NE	
MU	-	-	NE	
BDL	-	-	NE	
twitter	-	-	NE	
Jalgaon	-	-	NE	
SBI	-	-	NE	
islam	-	-	NE	
Muslim	-	-	NE	
Kolhapur	-	-	NE	
EK	-	-	NE	
GB	-	-	NE	
BJP	-	-	NE	
BJP	-	-	NE	
Nagpur	-	-	NE	
BMC	-	-	NE	
kolhapur	-	-	NE	
BJP	-	-	NE	
pune	-	-	NE	
UP	-	-	NE	
Pune	-	-	NE	
Mumbai	-	-	NE	
cm	-	-	NE	
trump	-	-	NE	
Pune	-	-	NE	
modi	-	-	NE	
modi	-	-	NE	
ajit	-	-	NE	
LA	-	-	NE	
Nagpur	-	-	NE	
tweet	-	-	NE	
mumbai	-	-	NE	
GJ	-	-	NE	
PPE	-	-	NE	
PPE	-	-	NE	
ajit	-	-	NE	
BJP	-	-	NE	
nagpur	-	-	NE	
pune	-	-	NE	
Pakistan	-	-	NE	
india	-	-	NE	
WHO	-	-	NE	
Delhi	-	-	NE	
Punjab	-	-	NE	
Punjab	-	-	NE	
cm	-	-	NE	
NCP	-	-	NE	
Mumbai	-	-	NE	
pune	-	-	NE	
IT	-	-	NE	
IT	-	-	NE	
jane	-	-	NE	
shri	-	-	NE	
Pune	-	-	NE	
Mumbai	-	-	NE	
shri	-	-	NE	
PR	-	-	NE	
Phil	-	-	NE	
YouTube	-	-	NE	
ganesh	-	-	NE	
MIM	-	-	NE	
muslim	-	-	NE	
VBA	-	-	NE	
Gujarat	-	-	NE	
modi	-	-	NE	
ME	-	-	NE	
dubai	-	-	NE	
shri	-	-	NE	
modi	-	-	NE	
mumbai	-	-	NE	
India	-	-	NE	
OBC	-	-	NE	
modiji	-	-	NE	
smith	-	-	NE	
Amazon	-	-	NE	
Bbc	-	-	NE	
bbc	-	-	NE	
bbc	-	-	NE	
jane	-	-	NE	
BJP	-	-	NE	
rao	-	-	NE	
mumbai	-	-	NE	
Twitter	-	-	NE	
IT	-	-	NE	
BJP	-	-	NE	
ZKV	-	-	NE	
KB	-	-	NE	
pune	-	-	NE	
Shri	-	-	NE	
CM	-	-	NE	
modi	-	-	NE	
RAM	-	-	NE	
bali	-	-	NE	
BC	-	-	NE	
CC	-	-	NE	
rao	-	-	NE	
Mumbai	-	-	NE	
BJP	-	-	NE	
AEK	-	-	NE	
shri	-	-	NE	
Ajit	-	-	NE	
pune	-	-	NE	
scindia	-	-	NE	
Bollywood	-	-	NE	
Bollywood	-	-	NE	
BMC	-	-	NE	
modi	-	-	NE	
shri	-	-	NE	
raja	-	-	NE	
