59 sentences up to 1000 tokens
Yuga	-	MR	-	
tai	-	MR	-	
amhala	-	MR	-	
pn	-	MR	-	
follow	EN	-	-	
back	EN	-	-	
dya	-	MR	-	
Janekarun	-	MR	-	
amche	-	MR	-	
pn	-	MR	-	
followers	EN	-	-	
vadtil	-	MR	-	
please	EN	-	-	
Saheb	-	MR	-	
pik	-	MR	-	
karjache	-	MR	-	
done	EN	-	-	
lakhavaril	-	MR	-	
vyaz	-	MR	-	
he	-	MR	-	
kontya	-	MR	-	
mahinyat	-	MR	-	
band	-	MR	-	
karnyat	-	MR	-	
ale	-	MR	-	
ahe	-	MR	-	
karan	-	MR	-	
amhala	-	MR	-	
bank	EN	-	-	
vale	-	MR	-	
savistar	-	MR	-	
kahi	-	MR	-	
mahiti	-	MR	-	
sangat	-	MR	-	
nahi	-	MR	-	
te	-	MR	-	
vyaz	-	MR	-	
vadavit	-	MR	-	
calle	-	MR	-	
ahet	-	MR	-	
krupaya	-	MR	-	
mahiti	-	MR	-	
dya	-	MR	-	
Mumbaitun	-	MR	-	
sindhudurg	-	MR	-	
devgad	-	MR	-	
madhe	-	MR	-	
janya	-	MR	-	
sathi	-	MR	-	
kay	-	MR	-	
guidelines	EN	-	-	
aahet	-	MR	-	
RTPCR	-	MR	-	
ki	-	MR	-	
Antigen	EN	-	-	
report	EN	-	-	
hya	-	MR	-	
doghan	-	MR	-	
paiki	-	MR	-	
konti	-	MR	-	
test	EN	-	-	
chalel	-	MR	-	
Secret	EN	-	-	
hot	EN	-	-	
mhnun	-	MR	-	
delete	-	MR	-	
kel	-	MR	-	
teju	-	MR	-	
tu	-	MR	-	
khup	-	MR	-	
god	EN	-	-	
disates	-	MR	-	
kalat	-	MR	-	
navat	-	MR	-	
tech	EN	-	-	
changale	-	MR	-	
hote	-	MR	-	
na	-	MR	-	
sansaar	-	MR	-	
tari	-	MR	-	
purn	-	MR	-	
hot	EN	-	-	
hota	-	MR	-	
Ekanath	-	MR	-	
Shinde	-	MR	-	
saheb	-	MR	-	
popular	EN	-	-	
Maharashtra	-	MR	-	
Lavasa	-	MR	-	
kashala	-	MR	-	
ikde	-	MR	-	
madhe	-	MR	-	
Sudha	-	MR	-	
pawarancha	-	MR	-	
kotinchya	-	MR	-	
property	EN	-	-	
aahet	-	MR	-	
Sir	EN	-	-	
primary	EN	-	-	
vaccine	EN	-	-	
mhanun	-	MR	-	
Nasal	EN	-	-	
vaccine	EN	-	-	
gheta	-	MR	-	
yeil	-	MR	-	
ka	-	MR	-	
Shreeman	-	MR	-	
family	EN	-	-	
Copyright	-	MR	-	
nko	-	MR	-	
Swatahala	-	MR	-	
khup	-	MR	-	
great	EN	-	-	
samajte	-	MR	-	
Dhongade	-	MR	-	
Irritating	EN	-	-	
Chan	-	MR	-	
Chan	-	MR	-	
khup	-	MR	-	
chanLahan	-	MR	-	
baala	-	MR	-	
sachya	-	MR	-	
tujhya	-	MR	-	
hya	-	MR	-	
saathi	-	MR	-	
he	-	MR	-	
ghe	-	MR	-	
tujhi	-	MR	-	
mehantanaTujhi	-	MR	-	
bakshish	-	MR	-	
Rs	-	MR	-	
chi	-	MR	-	
note	EN	-	-	
choklate	-	MR	-	
gheun	-	MR	-	
kha	-	MR	-	
waah	-	MR	-	
waah	-	MR	-	
Mhanje	-	MR	-	
tumcha	-	MR	-	
cinema	EN	-	-	
baghayala	-	MR	-	
harkat	-	MR	-	
naahi	-	MR	-	
abhinandan	-	MR	-	
Aga	-	MR	-	
rojgarche	-	MR	-	
bag	EN	-	-	
ek	-	MR	-	
malika	-	MR	-	
karun	-	MR	-	
amadar	-	MR	-	
zala	-	MR	-	
tumhi	-	MR	-	
bharthi	-	MR	-	
sati	-	MR	-	
paryetn	-	MR	-	
kara	-	MR	-	
amhi	-	MR	-	
mart	EN	-	-	
ahot	-	MR	-	
yete	-	MR	-	
Te	-	MR	-	
jaudyaaaa	-	MR	-	
ho	-	MR	-	
RamBhau	-	MR	-	
tasalya	-	MR	-	
debate	EN	-	-	
madhe	-	MR	-	
tumhala	-	MR	-	
jam	EN	-	-	
yedyat	-	MR	-	
kadhatat	-	MR	-	
annn	-	MR	-	
tumhii	-	MR	-	
taripan	-	MR	-	
shameless	-	MR	-	
pane	-	MR	-	
chaluchhh	-	MR	-	
rahata	-	MR	-	
tumachi	-	MR	-	
nautanki	-	MR	-	
so	EN	-	-	
te	-	MR	-	
debate	EN	-	-	
jaudeee	-	MR	-	
but	EN	-	-	
question	EN	-	-	
is	EN	-	-	
where	EN	-	-	
is	EN	-	-	
that	EN	-	-	
historical	EN	-	-	
New	EN	-	-	
York	EN	-	-	
Times	EN	-	-	
Square	EN	-	-	
photo	EN	-	-	
sadakchap	-	MR	-	
editing	EN	-	-	
kartaaa	-	MR	-	
Ho	-	MR	-	
tuchya	-	MR	-	
sarkhi	-	MR	-	
kharkati	-	MR	-	
khadto	-	MR	-	
aamhe	-	MR	-	
bolne	-	MR	-	
ko	-	MR	-	
kuch	-	MR	-	
hota	-	MR	-	
nahe	-	MR	-	
aajate	-	MR	-	
muh	-	MR	-	
uthake	-	MR	-	
personal	EN	-	-	
attack	EN	-	-	
karne	-	MR	-	
logic	EN	-	-	
naslela	-	MR	-	
bolna	-	MR	-	
koni	-	MR	-	
tumchya	-	MR	-	
sarkhyan	-	MR	-	
kade	-	MR	-	
shikawa	-	MR	-	
Dnt	-	MR	-	
want	EN	-	-	
to	EN	-	-	
waste	EN	-	-	
time	EN	-	-	
on	EN	-	-	
bhonkte	-	MR	-	
raho	-	MR	-	
Mast	-	MR	-	
aahe	-	MR	-	
Happy	EN	-	-	
New	EN	-	-	
Year	EN	-	-	
tai	-	MR	-	
gand	-	MR	-	
masti	-	MR	-	
tuma	-	MR	-	
cha	-	MR	-	
yedzava	-	MR	-	
karala	-	MR	-	
gelela	-	MR	-	
tithe	-	MR	-	
sadavarte	-	MR	-	
kahi	-	MR	-	
farak	-	MR	-	
nahi	-	MR	-	
padat	-	MR	-	
tumchi	-	MR	-	
kashi	-	MR	-	
marachi	-	MR	-	
ti	-	MR	-	
mahit	-	MR	-	
ahe	-	MR	-	
aamhala	-	MR	-	
pan	-	MR	-	
tumhi	-	MR	-	
kiti	-	MR	-	
ahet	-	MR	-	
aani	-	MR	-	
ty	-	MR	-	
time	EN	-	-	
je	-	MR	-	
tumchy	-	MR	-	
sobat	-	MR	-	
kela	-	MR	-	
tycha	-	MR	-	
karan	-	MR	-	
samjla	-	MR	-	
ma	-	MR	-	
tumchich	-	MR	-	
aakal	-	MR	-	
gudghyt	-	MR	-	
ahe	-	MR	-	
mhanun	-	MR	-	
mar	EN	-	-	
khalla	-	MR	-	
rohitchya	-	MR	-	
netritvakhali	-	MR	-	
kheladu	-	MR	-	
maidanavar	-	MR	-	
utarnaar	-	MR	-	
africa	EN	-	-	
saamana	-	MR	-	
karnaar	-	MR	-	
beepi	-	MR	-	
cricket	EN	-	-	
spashelle	-	MR	-	
tar	-	MR	-	
kesales	-	MR	-	
yaa	-	MR	-	
samanyaat	-	MR	-	
ghasargundi	-	MR	-	
vychan	-	MR	-	
kaaran	-	MR	-	
kaay	-	MR	-	
asaave	-	MR	-	
kesari	-	MR	-	
bhartiya	-	MR	-	
cricket	EN	-	-	
mandalane	-	MR	-	
whilich	-	MR	-	
sanghala	-	MR	-	
renkot	-	MR	-	
dile	-	MR	-	
asate	-	MR	-	
tar	-	MR	-	
aapan	-	MR	-	
ghasarlo	-	MR	-	
nasato	-	MR	-	
baght	-	MR	-	
rahaa	-	MR	-	
beepi	-	MR	-	
maajha	-	MR	-	
Any	EN	-	-	
one	EN	-	-	
noticed	EN	-	-	
Aaj	-	MR	-	
navti	-	MR	-	
tr	-	MR	-	
saglyna	-	MR	-	
thoda	-	MR	-	
thoda	-	MR	-	
footage	EN	-	-	
bhetla	-	MR	-	
Loveeeeeeeee	-	MR	-	
voice	EN	-	-	
sir	EN	-	-	
thanyaat	-	MR	-	
sudhda	-	MR	-	
khaau	-	MR	-	
galli	-	MR	-	
aahe	-	MR	-	
pan	-	MR	-	
tikde	-	MR	-	
fast	EN	-	-	
food	EN	-	-	
jase	-	MR	-	
kii	-	MR	-	
chaat	-	MR	-	
bhevpuri	-	MR	-	
panipuri	-	MR	-	
ase	-	MR	-	
chamachamit	-	MR	-	
sandhyakali	-	MR	-	
hadadyche	-	MR	-	
padaarth	-	MR	-	
miltatpunet	-	MR	-	
purvi	-	MR	-	
gharguti	-	MR	-	
khanaavali	-	MR	-	
hotya	-	MR	-	
sadashiv	-	MR	-	
narayan	-	MR	-	
shanavaaraat	-	MR	-	
chaan	-	MR	-	
ghadichya	-	MR	-	
pola	-	MR	-	
koshimbir	-	MR	-	
varan	-	MR	-	
bhaat	-	MR	-	
mikhat	-	MR	-	
ase	-	MR	-	
baapare	-	MR	-	
twit	-	MR	-	
peksha	-	MR	-	
mothaa	-	MR	-	
maazan	-	MR	-	
uttarch	-	MR	-	
jhaalan	-	MR	-	
tax	EN	-	-	
vasulit	-	MR	-	
manpa	-	MR	-	
fail	EN	-	-	
Sir	EN	-	-	
Apple	EN	-	-	
trillion	EN	-	-	
dollar	EN	-	-	
kadhi	-	MR	-	
zali	-	MR	-	
Sivtaranater	-	MR	-	
tyancha	-	MR	-	
no	EN	-	-	
ahe	-	MR	-	
Thank	EN	-	-	
you	EN	-	-	
soooooooooo	-	MR	-	
much	EN	-	-	
didi	-	MR	-	
Tumachya	-	MR	-	
sagalya	-	MR	-	
videos	-	MR	-	
mala	-	MR	-	
khup	-	MR	-	
avadalya	-	MR	-	
Current	EN	-	-	
affairs	EN	-	-	
kiti	-	MR	-	
diwasachya	-	MR	-	
aandhi	-	MR	-	
Ch	-	MR	-	
karayach	-	MR	-	
please	EN	-	-	
reply	EN	-	-	
mushtiyuddhaat	-	MR	-	
keval	-	MR	-	
gun	EN	-	-	
mixoon	-	MR	-	
haar	-	MR	-	
jhaali	-	MR	-	
tari	-	MR	-	
hanuvati	-	MR	-	
var	-	MR	-	
karun	-	MR	-	
haatvaare	-	MR	-	
karat	-	MR	-	
bakshisa	-	MR	-	
ringanat	-	MR	-	
pheri	-	MR	-	
marnaya	-	MR	-	
rashtravadeene	-	MR	-	
pramane	-	MR	-	
na	-	MR	-	
magata	-	MR	-	
binashart	-	MR	-	
pathiba	-	MR	-	
deun	-	MR	-	
chaa	-	MR	-	
dhanushyabaan	-	MR	-	
chya	-	MR	-	
kamlavarun	-	MR	-	
nahisa	-	MR	-	
kelaa	-	MR	-	
tar	-	MR	-	
Vishal	-	MR	-	
bhakt	-	MR	-	
chi	-	MR	-	
mentality	EN	-	-	
tya	-	MR	-	
pycho	-	MR	-	
peksha	-	MR	-	
kashi	-	MR	-	
vegali	-	MR	-	
ashnar	-	MR	-	
Sonali	-	MR	-	
che	-	MR	-	
character	EN	-	-	
assassination	EN	-	-	
karnaryachys	-	MR	-	
bhakt	-	MR	-	
kdun	-	MR	-	
Kay	-	MR	-	
apeksha	-	MR	-	
thewnar	-	MR	-	
bharat	-	MR	-	
vi	-	MR	-	
va	-	MR	-	
ayodhya	-	MR	-	
daura	-	MR	-	
ekach	-	MR	-	
divashi	-	MR	-	
aahe	-	MR	-	
as	-	MR	-	
samajtay	-	MR	-	
yachach	-	MR	-	
arth	-	MR	-	
mala	-	MR	-	
watat	-	MR	-	
niyojan	-	MR	-	
chuklay	-	MR	-	
daura	-	MR	-	
fail	EN	-	-	
janar	-	MR	-	
lok	-	MR	-	
neuj	-	MR	-	
baghnaarch	-	MR	-	
naahi	-	MR	-	
charchaa	-	MR	-	
fakt	-	MR	-	
cricketchi	-	MR	-	
Thanks	EN	-	-	
Rahul	-	MR	-	
dada	-	MR	-	
Tula	-	MR	-	
psychiatrist	EN	-	-	
chi	-	MR	-	
garaj	-	MR	-	
aahe	-	MR	-	
Pravet	-	MR	-	
job	EN	-	-	
ekar	-	MR	-	
Seti	-	MR	-	
ahe	-	MR	-	
pement	-	MR	-	
ahe	-	MR	-	
mulia	-	MR	-	
setat	-	MR	-	
janyachi	-	MR	-	
garj	-	MR	-	
nahi	-	MR	-	
March	EN	-	-	
pasun	-	MR	-	
lockdown	EN	-	-	
karun	-	MR	-	
pan	-	MR	-	
july	EN	-	-	
madhe	-	MR	-	
jar	-	MR	-	
eka	-	MR	-	
divsat	-	MR	-	
patients	EN	-	-	
milat	-	MR	-	
astil	-	MR	-	
tar	-	MR	-	
lockdown	EN	-	-	
cha	-	MR	-	
upyog	-	MR	-	
hot	EN	-	-	
naiye	-	MR	-	
he	-	MR	-	
ughad	-	MR	-	
ahe	-	MR	-	
Tari	-	MR	-	
pan	-	MR	-	
ajun	-	MR	-	
lockdown	EN	-	-	
vadhavun	-	MR	-	
lokana	-	MR	-	
tras	-	MR	-	
dyaychi	-	MR	-	
evdhi	-	MR	-	
haus	-	MR	-	
ka	-	MR	-	
ahe	-	MR	-	
govt	-	MR	-	
la	-	MR	-	
Lokanchya	-	MR	-	
bhalyasathi	-	MR	-	
amhi	-	MR	-	
sagla	-	MR	-	
kartoy	-	MR	-	
asa	-	MR	-	
mhanta	-	MR	-	
pan	-	MR	-	
fayda	-	MR	-	
zala	-	MR	-	
ka	-	MR	-	
Kai	-	MR	-	
zhala	-	MR	-	
hex	EN	-	-	
Koni	-	MR	-	
dhoka	-	MR	-	
dhila	-	MR	-	
tula	-	MR	-	
Didi	-	MR	-	
cream	EN	-	-	
majhi	-	MR	-	
kiti	-	MR	-	
jari	-	MR	-	
faitali	-	MR	-	
geli	-	MR	-	
Tari	-	MR	-	
patal	-	MR	-	
hote	-	MR	-	
Zero	EN	-	-	
nhi	-	MR	-	
bghitl	-	MR	-	
mhnun	-	MR	-	
boltoy	-	MR	-	
distch	-	MR	-	
nhi	-	MR	-	
krantichowk	-	MR	-	
police	EN	-	-	
thane	-	MR	-	
gunha	-	MR	-	
raji	-	MR	-	
nan	-	MR	-	
kalam	-	MR	-	
madhil	-	MR	-	
chori	-	MR	-	
geleli	-	MR	-	
motor	EN	-	-	
cycle	EN	-	-	
phiryadi	-	MR	-	
naame	-	MR	-	
salauddin	-	MR	-	
mohammad	EN	-	-	
bagwan	-	MR	-	
vay	-	MR	-	
varshe	-	MR	-	
vyavsaay	-	MR	-	
vyapaar	-	MR	-	
raahnaar	-	MR	-	
sabji	-	MR	-	
mandi	-	MR	-	
paithan	-	MR	-	
road	EN	-	-	
ghar	-	MR	-	
number	EN	-	-	
aurangabad	-	MR	-	
yana	-	MR	-	
bandhapatr	-	MR	-	
gheun	-	MR	-	
parat	-	MR	-	
dili	-	MR	-	
aahe	-	MR	-	
support	EN	-	-	
Nupur	-	MR	-	
Sharma	-	MR	-	
Ya	-	MR	-	
sarva	-	MR	-	
deshat	-	MR	-	
kay	-	MR	-	
sthiti	-	MR	-	
ahe	-	MR	-	
Hindunchi	-	MR	-	
he	-	MR	-	
pan	-	MR	-	
dakhava	-	MR	-	
valyano	-	MR	-	
Bhau	-	MR	-	
tumcha	-	MR	-	
ahe	-	MR	-	
na	-	MR	-	
to	-	MR	-	
Tumhi	-	MR	-	
ka	-	MR	-	
sorry	EN	-	-	
mhantay	-	MR	-	
Congratulations	EN	-	-	
khup	-	MR	-	
mast	-	MR	-	
keep	EN	-	-	
Growing	EN	-	-	
Swadupindachya	-	MR	-	
aajaravar	-	MR	-	
aayurvedic	-	MR	-	
medicine	EN	-	-	
aahe	-	MR	-	
ka	-	MR	-	
dada	-	MR	-	
please	EN	-	-	
sanga	-	MR	-	
no	EN	-	-	
need	EN	-	-	
Tumhi	-	MR	-	
rt	-	MR	-	
kelay	-	MR	-	
mhanje	-	MR	-	
fakta	-	MR	-	
tikach	-	MR	-	
asnar	-	MR	-	
Constructive	EN	-	-	
jrnalism	-	MR	-	
kashashi	-	MR	-	
khatat	-	MR	-	
tumhala	-	MR	-	
kasa	-	MR	-	
kalnar	-	MR	-	
Ja	-	MR	-	
bete	-	MR	-	
maja	-	MR	-	
mar	EN	-	-	
Jai	-	MR	-	
Hind	-	MR	-	
Jai	-	MR	-	
Maharashtra	-	MR	-	
Wine	EN	-	-	
cha	-	MR	-	
sevan	-	MR	-	
karun	-	MR	-	
or	EN	-	-	
wheeler	EN	-	-	
drive	EN	-	-	
karu	-	MR	-	
shakto	-	MR	-	
ka	-	MR	-	
ye	-	MR	-	
pan	-	MR	-	
clear	EN	-	-	
zal	-	MR	-	
pahije	-	MR	-	
karan	-	MR	-	
wine	EN	-	-	
ani	-	MR	-	
alcohol	EN	-	-	
madhe	-	MR	-	
jameen-asmaan	-	MR	-	
cha	-	MR	-	
farak	-	MR	-	
ahe	-	MR	-	
na	-	MR	-	
manacha	-	MR	-	
sarv	-	MR	-	
du	EN	-	-	
khala	-	MR	-	
kaaran	-	MR	-	
dehabuddhi	-	MR	-	
aahe	-	MR	-	
ti	-	MR	-	
jayla	-	MR	-	
upaay	-	MR	-	
ekach	-	MR	-	
premane	-	MR	-	
bhagavantae	-	MR	-	
namsmaran	-	MR	-	
karaave	-	MR	-	
tyaacha	-	MR	-	
yogane	-	MR	-	
sarv	-	MR	-	
milun	-	MR	-	
jail	EN	-	-	
namsmaranch	-	MR	-	
ramachi	-	MR	-	
geth	-	MR	-	
ghalun	-	MR	-	
deil	-	MR	-	
chithat	-	MR	-	
tashi	-	MR	-	
talmal	-	MR	-	
maatr	-	MR	-	
paahije	-	MR	-	
me	-	MR	-	
pana	-	MR	-	
takau	-	MR	-	
ani	-	MR	-	
paramatmyache	-	MR	-	
houn	-	MR	-	
rahaave	-	MR	-	
shriramjayramjayajayram-gondvlekar	-	MR	-	
First	EN	-	-	
attraction	EN	-	-	
kdhich	-	MR	-	
visrta	-	MR	-	
yet	-	MR	-	
nhi	-	MR	-	
pn	-	MR	-	
te	-	MR	-	
fkt	-	MR	-	
attraction	EN	-	-	
hota	-	MR	-	
ka	-	MR	-	
love	EN	-	-	
mhit	-	MR	-	
nhi	-	MR	-	
pn	-	MR	-	
te	-	MR	-	
je	-	MR	-	
hota	-	MR	-	
te	-	MR	-	
tyacha	-	MR	-	
sobat	-	MR	-	
emotion	EN	-	-	
julet	-	MR	-	
Insta	-	MR	-	
la	-	MR	-	
follow	EN	-	-	
kr	-	MR	-	
Abe	-	MR	-	
gadhya	-	MR	-	
je	-	MR	-	
bjp	-	MR	-	
bolte	-	MR	-	
te	-	MR	-	
aikun	-	MR	-	
bolt	EN	-	-	
rahto	-	MR	-	
bjp	-	MR	-	
chya	-	MR	-	
mungantiwar	-	MR	-	
ne	-	MR	-	
je	-	MR	-	
mhtl	-	MR	-	
te	-	MR	-	
tu	-	MR	-	
ithe	-	MR	-	
yeun	-	MR	-	
popat	-	MR	-	
sarlha	-	MR	-	
bolto	-	MR	-	
jra	-	MR	-	
kr	-	MR	-	
janta	-	MR	-	
baliraja	-	MR	-	
pn	-	MR	-	
hota	-	MR	-	
janta	-	MR	-	
mhntanna	-	MR	-	
kuthe	-	MR	-	
shivaji	-	MR	-	
maharaj	-	MR	-	
sarkh	-	MR	-	
mhtlya	-	MR	-	
jat	-	MR	-	
ka	-	MR	-	
tumhi	-	MR	-	
maharaj	-	MR	-	
mhna	-	MR	-	
kay	-	MR	-	
konala	-	MR	-	
watnar	-	MR	-	
nhi	-	MR	-	
pn	-	MR	-	
ithe	-	MR	-	
tumhi	-	MR	-	
stl	-	MR	-	
naw	-	MR	-	
dilat	-	MR	-	
shivaji	-	MR	-	
maharajyanch	-	MR	-	
tyawr	-	MR	-	
kahr	-	MR	-	
pustakawr	-	MR	-	
maharaj	-	MR	-	
asa	-	MR	-	
ullekh	-	MR	-	
nhich	-	MR	-	
tech	EN	-	-	
shikshan	-	MR	-	
shalet	-	MR	-	
shikawa	-	MR	-	
punha	-	MR	-	
tech	EN	-	-	
prayavat	-	MR	-	
tushan	-	MR	-	
madhye	-	MR	-	
shikawa	-	MR	-	
ani	-	MR	-	
while	EN	-	-	
padli	-	MR	-	
tar	-	MR	-	
mothya	-	MR	-	
gharchya	-	MR	-	
garib	-	MR	-	
vidhyaarthyana	-	MR	-	
